time,stateEstimate.x,stateEstimate.y,stateEstimate.z,ctrltarget.x,
10925.2,0.494168,0.144926,0.0264945,0,
10925.3,0.494223,0.144885,0.0264195,0,
10925.3,0.494274,0.144877,0.0263047,0,
10925.3,0.494335,0.144765,0.0262446,0,
10925.3,0.49424,0.144739,0.026288,0,
10925.3,0.494209,0.144721,0.0263181,0,
10925.3,0.494309,0.144613,0.0262267,0,
10925.4,0.494287,0.144619,0.0261885,0,
10925.4,0.494278,0.144754,0.026159,0,
10925.4,0.493443,0.143597,0.0250918,0,
10925.4,0.493483,0.144062,0.0253102,0,
10925.4,0.493502,0.144326,0.025583,0,
10925.4,0.493441,0.144298,0.0255889,0,
10925.5,0.49331,0.144245,0.0256027,0,
10925.5,0.493417,0.144501,0.0259892,0,
10925.5,0.493514,0.144567,0.0263491,0,
10925.5,0.493568,0.144635,0.026638,0,
10925.5,0.493598,0.144639,0.0267803,0,
10925.5,0.493591,0.144667,0.0269984,0,
10925.6,0.493543,0.144669,0.0273158,0,
10925.6,0.493527,0.144583,0.0275452,0,
10925.6,0.493442,0.144664,0.027752,0,
10925.6,0.492912,0.142124,0.0259434,0,
10925.7,0.493468,0.143446,0.0252481,0,
10925.7,0.493634,0.1441,0.0254005,0,
10925.7,0.493697,0.144432,0.0256271,0,
10925.7,0.49377,0.144467,0.0258991,0,
10925.7,0.493752,0.144446,0.0259402,0,
10925.7,0.493796,0.144643,0.0261654,0,
10925.8,0.493765,0.144627,0.0262838,0,
10925.8,0.493817,0.144707,0.0264429,0,
10925.8,0.493841,0.144677,0.0266582,0,
10925.8,0.493865,0.144647,0.0268741,0,
10925.8,0.493856,0.144637,0.0269625,0,
10925.8,0.493854,0.144555,0.027151,0,
10925.9,0.493781,0.144673,0.027273,0,
10925.9,0.493683,0.144806,0.0273861,0,
10925.9,0.493638,0.14466,0.0275421,0,
10925.9,0.493537,0.144818,0.0275804,0,
10925.9,0.493459,0.144725,0.0277341,0,
10925.9,0.493362,0.144711,0.0278834,0,
10926,0.493197,0.144817,0.0280233,0,
10926,0.493149,0.144808,0.028111,0,
10926,0.493061,0.144654,0.0282848,0,
10926,0.492937,0.14468,0.0284496,0,
10926,0.492789,0.144745,0.0286166,0,
10926,0.492681,0.144729,0.02869,0,
10926.1,0.49234,0.144761,0.0290644,0,
10926.1,0.492268,0.144616,0.0292363,0,
10926.1,0.492153,0.144752,0.029338,0,
10926.1,0.491981,0.14472,0.0295556,0,
10926.2,0.491893,0.144611,0.0297408,0,
10926.2,0.491726,0.144661,0.029935,0,
10926.2,0.491608,0.144749,0.0300275,0,
10926.2,0.491514,0.144666,0.0301782,0,
10926.2,0.49146,0.144605,0.0303393,0,
10926.2,0.491369,0.144581,0.0304663,0,
10926.3,0.491236,0.144543,0.0306596,0,
10926.3,0.491043,0.144501,0.0309254,0,
10926.3,0.490843,0.144471,0.0311926,0,
10926.3,0.49074,0.144458,0.0313267,0,
10926.3,0.490528,0.144438,0.0315987,0,
10926.3,0.490304,0.144421,0.0318797,0,
10926.4,0.49019,0.144415,0.0320227,0,
10926.4,0.489956,0.144407,0.0323165,0,
10926.4,0.489716,0.144407,0.0326212,0,
10926.4,0.489465,0.144419,0.0329288,0,
10926.4,0.489201,0.144437,0.0332422,0,
10926.4,0.489066,0.144448,0.0334001,0,
10926.5,0.488791,0.14448,0.033719,0,
10926.5,0.489129,0.144439,0.0339013,0,
10926.5,0.489003,0.144454,0.0340721,0,
10926.5,0.488722,0.144612,0.0343339,0,
10926.5,0.488494,0.144756,0.0345413,0,
10926.6,0.488306,0.144821,0.0347328,0,
10926.6,0.488277,0.144805,0.0347433,0,
10926.6,0.488098,0.144856,0.0349103,0,
10926.6,0.488162,0.144771,0.0348342,0,
10926.6,0.488009,0.144789,0.0350079,0,
10926.6,0.48801,0.144717,0.0350491,0,
10926.7,0.488072,0.144721,0.0350185,0,
10926.7,0.488122,0.144625,0.0350061,0,
10926.7,0.4883,0.144545,0.0348174,0,
10926.7,0.488221,0.144576,0.0349237,0,
10926.7,0.488084,0.144577,0.0351091,0,
10926.7,0.488094,0.14458,0.0351473,0,
10926.8,0.488003,0.144582,0.0352394,0,
10926.8,0.488034,0.144567,0.0352519,0,
10926.8,0.488133,0.144564,0.03514,0,
10926.8,0.48802,0.144588,0.0352394,0,
10926.8,0.487947,0.144672,0.0353082,0,
10926.8,0.487804,0.144676,0.0354976,0,
10926.9,0.487631,0.144788,0.0356659,0,
10926.9,0.487546,0.144806,0.0357429,0,
10926.9,0.487506,0.144793,0.0357578,0,
10926.9,0.487619,0.144697,0.0356517,0,
10926.9,0.487626,0.144665,0.0356426,0,
10926.9,0.487862,0.1445,0.0353854,0,
10927,0.487901,0.144538,0.0353378,0,
10927,0.48805,0.144474,0.0352141,0,
10927,0.488172,0.144555,0.035028,0,
10927,0.488271,0.144495,0.0349191,0,
10927,0.488294,0.144577,0.0348674,0,
10927.1,0.488305,0.144592,0.034855,0,
10927.1,0.488153,0.144568,0.0350569,0,
10927.1,0.488284,0.144636,0.0348639,0,
10927.1,0.488176,0.144738,0.0349382,0,
10927.1,0.488517,0.144761,0.0344909,0,
10927.2,0.488528,0.14477,0.0344589,0,
10927.2,0.488755,0.14466,0.0341573,0,
10927.2,0.488615,0.144648,0.0343376,0,
10927.2,0.488793,0.144593,0.0340877,0,
10927.2,0.488819,0.144657,0.0339969,0,
10927.2,0.488804,0.144665,0.0339794,0,
10927.3,0.489025,0.144605,0.0336806,0,
10927.3,0.489116,0.144639,0.0335397,0,
10927.3,0.489103,0.144679,0.0335177,0,
10927.3,0.48897,0.144672,0.033684,0,
10927.3,0.489094,0.144584,0.033505,0,
10927.3,0.489275,0.144457,0.0333386,0,
10927.4,0.489487,0.144454,0.0330732,0,
10927.4,0.489621,0.144603,0.0328675,0,
10927.4,0.48985,0.144593,0.0325726,0,
10927.4,0.489723,0.144575,0.0327368,0,
10927.4,0.489624,0.144654,0.0328176,0,
10927.4,0.489611,0.144753,0.0328206,0,
10927.5,0.489735,0.144731,0.0326214,0,
10927.5,0.489952,0.144717,0.0323593,0,
10927.5,0.490022,0.144633,0.0322526,0,
10927.5,0.490017,0.144673,0.0322259,0,
10927.5,0.489986,0.144616,0.0322289,0,
10927.5,0.48985,0.144597,0.0324076,0,
10927.6,0.489937,0.14448,0.032345,0,
10927.6,0.489888,0.144605,0.0323813,0,
10927.6,0.489854,0.144669,0.0324199,0,
10927.6,0.489863,0.14468,0.0324061,0,
10927.6,0.49006,0.144591,0.032216,0,
10927.7,0.489656,0.144542,0.0327666,0,
10927.7,0.489379,0.144517,0.0331423,0,
10927.7,0.489095,0.144502,0.0335149,0,
10927.7,0.488949,0.144497,0.0337002,0,
10927.7,0.488647,0.144495,0.0340732,0,
10927.8,0.488336,0.144499,0.0344492,0,
10927.8,0.488016,0.144508,0.034827,0,
10927.8,0.487853,0.144516,0.0350198,0,
10927.8,0.487522,0.14454,0.0354105,0,
10927.9,0.486852,0.144603,0.0362125,0,
10927.9,0.486684,0.144624,0.0364175,0,
10927.9,0.487584,0.144584,0.0357967,0,
10927.9,0.487279,0.144632,0.0362213,0,
10927.9,0.487124,0.144658,0.0364376,0,
10927.9,0.486811,0.144713,0.036875,0,
10928,0.486478,0.14478,0.0373418,0,
10928,0.486154,0.144854,0.037793,0,
10928,0.48599,0.144893,0.0380225,0,
10928,0.485656,0.144982,0.0384834,0,
10928,0.486282,0.144641,0.03778,0,
10928,0.486126,0.144666,0.0380085,0,
10928.1,0.486419,0.144648,0.037727,0,
10928.1,0.486743,0.144599,0.0373573,0,
10928.1,0.48691,0.14462,0.0370675,0,
10928.1,0.487103,0.144591,0.0368022,0,
10928.1,0.487256,0.144647,0.0365712,0,
10928.1,0.492824,0.142321,0.0254741,0,
10928.2,0.493127,0.143744,0.0250233,0,
10928.2,0.492737,0.143724,0.0251566,0,
10928.2,0.492811,0.144173,0.0259309,0,
10928.2,0.492942,0.14446,0.0264025,0,
10928.2,0.492893,0.144617,0.0268997,0,
10928.2,0.492868,0.144573,0.0273794,0,
10928.3,0.492799,0.144636,0.0278044,0,
10928.3,0.492702,0.144655,0.0281997,0,
10928.3,0.492584,0.144628,0.0285835,0,
10928.3,0.492584,0.144628,0.0285835,0,
10928.3,0.492347,0.144634,0.0291444,0,
10928.4,0.492159,0.144671,0.029514,0,
10928.4,0.491925,0.144727,0.0298751,0,
10928.4,0.49183,0.144727,0.0300631,0,
10928.4,0.491642,0.14467,0.0304423,0,
10928.4,0.491327,0.144716,0.0308074,0,
10928.4,0.491081,0.144628,0.0311653,0,
10928.5,0.490885,0.144682,0.0313692,0,
10928.5,0.490601,0.144672,0.0317296,0,
10928.5,0.490425,0.144768,0.0319149,0,
10928.5,0.490188,0.144752,0.0322471,0,
10928.5,0.490061,0.144748,0.0324331,0,
10928.5,0.489773,0.144752,0.0327812,0,
10928.6,0.489473,0.144683,0.0332036,0,
10928.6,0.489306,0.144618,0.033477,0,
10928.6,0.489085,0.144673,0.033779,0,
10928.6,0.488944,0.144659,0.0339679,0,
10928.6,0.492891,0.142422,0.0256419,0,
10928.7,0.493566,0.144095,0.0251466,0,
10928.7,0.493627,0.144263,0.0254158,0,
10928.7,0.493696,0.144384,0.0256887,0,
10928.7,0.493761,0.144492,0.0259296,0,
10928.8,0.493803,0.144542,0.0261272,0,
10928.8,0.493788,0.144527,0.0261753,0,
10928.8,0.493848,0.144575,0.0263943,0,
10928.8,0.493854,0.144638,0.0265431,0,
10928.8,0.49387,0.144681,0.0267031,0,
10928.8,0.493881,0.144695,0.0268623,0,
10928.9,0.493904,0.144649,0.0270299,0,
10928.9,0.493834,0.144805,0.027142,0,
10928.9,0.493779,0.144866,0.0271956,0,
10928.9,0.493773,0.14485,0.0272695,0,
10928.9,0.493712,0.14478,0.0273834,0,
10928.9,0.493655,0.144719,0.027511,0,
10929,0.493543,0.144829,0.0275509,0,
10929,0.493516,0.144677,0.0276895,0,
10929,0.493424,0.144611,0.0278215,0,
10929,0.493394,0.144583,0.0278957,0,
10929,0.493231,0.144664,0.0280145,0,
10929,0.493069,0.144671,0.0281292,0,
10929.1,0.493022,0.144679,0.028178,0,
10929.1,0.492894,0.144684,0.0282954,0,
10929.1,0.492843,0.144627,0.0284054,0,
10929.1,0.492782,0.144593,0.028474,0,
10929.1,0.492678,0.144591,0.0286037,0,
10929.1,0.492603,0.144527,0.028727,0,
10929.2,0.492486,0.144577,0.0289162,0,
10929.2,0.492376,0.144616,0.0290559,0,
10929.2,0.492276,0.144635,0.0291803,0,
10929.2,0.492207,0.144607,0.0292705,0,
10929.2,0.49203,0.144596,0.0294338,0,
10929.3,0.491957,0.144677,0.0295587,0,
10929.3,0.491808,0.144726,0.0297193,0,
10929.3,0.491733,0.144709,0.0298149,0,
10929.3,0.491585,0.144684,0.0300071,0,
10929.3,0.491439,0.144669,0.0302036,0,
10929.4,0.491285,0.144665,0.030423,0,
10929.4,0.491209,0.144666,0.0305307,0,
10929.4,0.49105,0.144671,0.0307496,0,
10929.4,0.490884,0.144678,0.0309686,0,
10929.4,0.49101,0.144726,0.0309854,0,
10929.4,0.490842,0.1448,0.0311602,0,
10929.5,0.490801,0.144701,0.0313412,0,
10929.5,0.49076,0.144614,0.0314631,0,
10929.5,0.490678,0.144587,0.0315928,0,
10929.5,0.490682,0.144662,0.0315801,0,
10929.5,0.490592,0.144592,0.0317173,0,
10929.6,0.490498,0.144647,0.0318549,0,
10929.6,0.490374,0.144738,0.0319939,0,
10929.6,0.490291,0.144741,0.032119,0,
10929.6,0.490267,0.144668,0.0321812,0,
10929.6,0.490276,0.144678,0.0321645,0,
10929.6,0.490241,0.144768,0.0321867,0,
10929.7,0.4903,0.144772,0.0321233,0,
10929.7,0.490218,0.144751,0.0322235,0,
10929.7,0.490304,0.144611,0.0321602,0,
10929.7,0.490214,0.144598,0.0322898,0,
10929.7,0.490142,0.144604,0.0323624,0,
10929.8,0.490126,0.14457,0.0323723,0,
10929.8,0.490132,0.144625,0.0323125,0,
10929.8,0.490089,0.144608,0.0323521,0,
10929.8,0.490172,0.14451,0.0322885,0,
10929.8,0.490073,0.144494,0.0324176,0,
10929.8,0.48998,0.144571,0.0324638,0,
10929.9,0.48995,0.14467,0.0324526,0,
10929.9,0.489847,0.144759,0.0325222,0,
10929.9,0.490008,0.144775,0.0323521,0,
10929.9,0.490196,0.144721,0.0321107,0,
10929.9,0.490306,0.144592,0.0320305,0,
10929.9,0.490208,0.144567,0.0321644,0,
10930,0.490068,0.144647,0.0322764,0,
10930,0.49014,0.144583,0.0321879,0,
10930,0.490383,0.144579,0.0319141,0,
10930,0.490553,0.144508,0.0317307,0,
10930,0.490701,0.144542,0.031542,0,
10930,0.490779,0.144584,0.0314041,0,
10930.1,0.492871,0.142113,0.0255172,0,
10930.1,0.493345,0.143455,0.0248639,0,
10930.1,0.493388,0.14388,0.0252765,0,
10930.1,0.493429,0.14405,0.0257423,0,
10930.1,0.493518,0.144371,0.026042,0,
10930.2,0.493436,0.144577,0.0264242,0,
10930.2,0.493373,0.144555,0.0265116,0,
10930.2,0.493434,0.144526,0.0268621,0,
10930.2,0.493383,0.144503,0.0269665,0,
10930.2,0.493359,0.144652,0.0272397,0,
10930.2,0.49233,0.141832,0.025102,0,
10930.3,0.493032,0.143247,0.0246316,0,
10930.3,0.49331,0.143881,0.0250461,0,
10930.3,0.493454,0.144157,0.0254719,0,
10930.3,0.493568,0.144333,0.025844,0,
10930.3,0.493652,0.144428,0.0261514,0,
10930.3,0.493642,0.144388,0.026224,0,
10930.4,0.493708,0.144557,0.0264925,0,
10930.4,0.493779,0.144541,0.0267655,0,
10930.4,0.49381,0.144669,0.0268912,0,
10930.4,0.493803,0.144768,0.0270696,0,
10930.4,0.49379,0.144739,0.0272507,0,
10930.4,0.493795,0.144715,0.0273578,0,
10930.5,0.493604,0.144763,0.0276533,0,
10930.5,0.49359,0.144737,0.0277563,0,
10930.5,0.493453,0.144835,0.0278978,0,
10930.5,0.493312,0.144872,0.0280474,0,
10930.5,0.493211,0.144685,0.0282315,0,
10930.6,0.493079,0.144745,0.028306,0,
10930.6,0.492905,0.144814,0.0284686,0,
10930.6,0.492715,0.144865,0.0286464,0,
10930.6,0.492647,0.144839,0.0287405,0,
10930.6,0.492452,0.144828,0.0289192,0,
10930.6,0.492343,0.144767,0.0290738,0,
10930.7,0.49227,0.144609,0.0292351,0,
10930.7,0.492127,0.144543,0.0294121,0,
10930.7,0.492075,0.144606,0.0294877,0,
10930.7,0.491936,0.144626,0.0296629,0,
10930.7,0.491721,0.144666,0.0299032,0,
10930.8,0.491603,0.144766,0.0300441,0,
10930.8,0.491514,0.14463,0.0302011,0,
10930.8,0.491323,0.144685,0.0303806,0,
10930.8,0.491298,0.144634,0.0304187,0,
10930.8,0.491233,0.144524,0.0305379,0,
10930.9,0.491178,0.144563,0.030654,0,
10930.9,0.491107,0.144546,0.0307822,0,
10930.9,0.491041,0.144512,0.0308991,0,
10930.9,0.49095,0.14448,0.0310202,0,
10930.9,0.490876,0.144613,0.0311488,0,
10930.9,0.490708,0.144669,0.0313271,0,
10931,0.490647,0.144733,0.0314321,0,
10931,0.490601,0.144723,0.031507,0,
10931,0.490507,0.144709,0.0316376,0,
10931,0.490315,0.144688,0.0319006,0,
10931,0.490123,0.144673,0.0321744,0,
10931,0.490024,0.144667,0.0323143,0,
10931.1,0.489821,0.144662,0.0325958,0,
10931.1,0.489615,0.144666,0.0328822,0,
10931.1,0.489407,0.144677,0.0331751,0,
10931.1,0.489194,0.144691,0.0334719,0,
10931.1,0.489084,0.144704,0.0336235,0,
10931.2,0.488858,0.144737,0.0339338,0,
10931.2,0.488621,0.144777,0.0342483,0,
10931.2,0.488374,0.144824,0.0345666,0,
10931.2,0.488505,0.144611,0.0345532,0,
10931.2,0.488378,0.144631,0.0347158,0,
10931.2,0.4885,0.144724,0.0345355,0,
10931.3,0.488567,0.144697,0.0344848,0,
10931.3,0.488477,0.144693,0.0346139,0,
10931.3,0.488479,0.144733,0.0345639,0,
10931.3,0.488566,0.14467,0.0344752,0,
10931.3,0.488473,0.144735,0.0345775,0,
10931.3,0.488352,0.144749,0.0347455,0,
10931.4,0.488509,0.144682,0.0345901,0,
10931.4,0.488535,0.144631,0.0346213,0,
10931.4,0.488571,0.144716,0.0345542,0,
10931.4,0.488754,0.144651,0.0343665,0,
10931.5,0.488776,0.14464,0.0343465,0,
10931.5,0.488609,0.144721,0.0345045,0,
10931.5,0.488601,0.144618,0.034536,0,
10931.5,0.488776,0.144647,0.0342673,0,
10931.6,0.488904,0.14464,0.0341069,0,
10931.6,0.48905,0.144694,0.0338937,0,
10931.6,0.48912,0.144749,0.033738,0,
10931.6,0.489131,0.144781,0.0336615,0,
10931.7,0.489334,0.144844,0.0333159,0,
10931.7,0.489209,0.144856,0.0334703,0,
10931.7,0.489323,0.144785,0.0332693,0,
10931.7,0.48931,0.144675,0.0332373,0,
10931.7,0.489677,0.144557,0.0328382,0,
10931.8,0.489699,0.144589,0.0327775,0,
10931.8,0.489866,0.144554,0.0325606,0,
10931.8,0.489748,0.144545,0.0327111,0,
10931.8,0.489835,0.144497,0.0326093,0,
10931.8,0.493015,0.142266,0.0253625,0,
10931.8,0.493469,0.143722,0.0246132,0,
10931.9,0.493434,0.144157,0.0250013,0,
10931.9,0.493508,0.144403,0.0253698,0,
10931.9,0.493475,0.144502,0.0257382,0,
10931.9,0.493451,0.144586,0.0260817,0,
10931.9,0.493467,0.144617,0.0264437,0,
10931.9,0.493401,0.144607,0.0265581,0,
10932,0.49337,0.14463,0.0268811,0,
10932,0.493341,0.144634,0.0272336,0,
10932,0.493246,0.144661,0.0275221,0,
10932,0.493201,0.144686,0.0276703,0,
10932,0.493052,0.144837,0.0279522,0,
10932.1,0.492902,0.144837,0.0282368,0,
10932.1,0.492837,0.144834,0.0283853,0,
10932.1,0.49272,0.14475,0.028674,0,
10932.1,0.492528,0.144851,0.0289468,0,
10932.1,0.492454,0.144845,0.0291039,0,
10932.1,0.492249,0.144754,0.0294078,0,
10932.2,0.492015,0.144719,0.0297157,0,
10932.2,0.491813,0.144693,0.0300177,0,
10932.2,0.491716,0.144686,0.0301795,0,
10932.2,0.491494,0.144766,0.0304491,0,
10932.2,0.491261,0.144741,0.0307349,0,
10932.2,0.491151,0.144734,0.0308994,0,
10932.3,0.490936,0.144676,0.0312004,0,
10932.3,0.490678,0.144763,0.0314885,0,
10932.3,0.490546,0.14475,0.0316284,0,
10932.3,0.490354,0.144695,0.0318715,0,
10932.3,0.490225,0.14469,0.0320427,0,
10932.3,0.490041,0.144726,0.0322816,0,
10932.4,0.489829,0.144737,0.0325439,0,
10932.4,0.489824,0.14471,0.0325711,0,
10932.4,0.489553,0.144685,0.0329255,0,
10932.4,0.489279,0.144666,0.03329,0,
10932.4,0.488998,0.14465,0.0336621,0,
10932.4,0.488855,0.144644,0.0338502,0,
10932.5,0.488563,0.144637,0.034228,0,
10932.5,0.488266,0.144635,0.0346107,0,
10932.5,0.488116,0.144638,0.034802,0,
10932.5,0.487812,0.14465,0.0351855,0,
10932.5,0.4875,0.144675,0.0355792,0,
10932.5,0.48734,0.144694,0.0357786,0,
10932.6,0.487012,0.144742,0.0361818,0,
10932.6,0.486674,0.144803,0.0365948,0,
10932.6,0.486502,0.144838,0.0368034,0,
10932.6,0.486146,0.144911,0.0372242,0,
10932.6,0.486559,0.144578,0.0372255,0,
10932.6,0.486388,0.144601,0.0374461,0,
10932.7,0.486038,0.144656,0.0378924,0,
10932.7,0.492069,0.142027,0.0222901,0,
10932.7,0.491723,0.141827,0.0220621,0,
10932.7,0.491542,0.141727,0.0219503,0,
10932.7,0.491173,0.141531,0.0217314,0,
10932.7,0.490798,0.141338,0.0215206,0,
10932.8,0.492861,0.143239,0.0238797,0,
10932.8,0.493464,0.144111,0.0248666,0,
10932.8,0.49375,0.144474,0.0253582,0,
10932.8,0.493924,0.14468,0.0257908,0,
10932.8,0.494015,0.144891,0.0261376,0,
10932.9,0.494056,0.144947,0.0264451,0,
10932.9,0.494076,0.145012,0.0266061,0,
10932.9,0.494107,0.144891,0.0269019,0,
10932.9,0.494077,0.144923,0.0271966,0,
10932.9,0.493962,0.145039,0.0274828,0,
10932.9,0.493823,0.145015,0.0277553,0,
10933,0.493679,0.144927,0.0278716,0,
10933,0.493486,0.144844,0.0281361,0,
10933,0.493208,0.144896,0.0284073,0,
10933,0.49295,0.144992,0.0288093,0,
10933,0.492663,0.145003,0.0290799,0,
10933.1,0.492292,0.144801,0.0294563,0,
10933.1,0.492011,0.144777,0.0297415,0,
10933.1,0.493706,0.143751,0.0248712,0,
10933.1,0.493745,0.144187,0.0250557,0,
10933.1,0.493681,0.144191,0.0250205,0,
10933.2,0.493708,0.144464,0.0252749,0,
10933.2,0.493712,0.144498,0.0255422,0,
10933.2,0.493769,0.144538,0.0258614,0,
10933.2,0.493847,0.144556,0.0260983,0,
10933.2,0.493895,0.144547,0.0263924,0,
10933.2,0.493875,0.144544,0.0264788,0,
10933.3,0.493867,0.144645,0.02671,0,
10933.3,0.493846,0.144686,0.026939,0,
10933.3,0.4938,0.144698,0.0271625,0,
10933.3,0.493749,0.144654,0.0272496,0,
10933.3,0.493682,0.144638,0.0274685,0,
10933.3,0.493646,0.144631,0.0275791,0,
10933.4,0.493503,0.144703,0.0277362,0,
10933.4,0.493369,0.14471,0.0279095,0,
10933.4,0.493049,0.144768,0.0282523,0,
10933.4,0.492965,0.144795,0.0283387,0,
10933.5,0.4928,0.144743,0.0285251,0,
10933.5,0.492646,0.144719,0.0287174,0,
10933.5,0.4925,0.144667,0.0289167,0,
10933.5,0.492416,0.144646,0.0290258,0,
10933.5,0.492256,0.144643,0.0292288,0,
10933.5,0.492079,0.144744,0.0294454,0,
10933.6,0.491767,0.144805,0.0298238,0,
10933.6,0.491557,0.144839,0.0300601,0,
10933.6,0.491355,0.144828,0.0302987,0,
10933.6,0.491228,0.144671,0.0305292,0,
10933.7,0.491131,0.144443,0.0307553,0,
10933.7,0.491094,0.144456,0.0308535,0,
10933.7,0.490989,0.144413,0.0310915,0,
10933.7,0.490807,0.144559,0.031339,0,
10933.7,0.490694,0.144524,0.0314965,0,
10933.7,0.490524,0.144549,0.0317328,0,
10933.8,0.490308,0.144552,0.0319859,0,
10933.8,0.49031,0.144596,0.0320194,0,
10933.8,0.49018,0.144665,0.0322163,0,
10933.8,0.490038,0.144601,0.0324303,0,
10933.8,0.489905,0.144659,0.0326374,0,
10933.8,0.489712,0.144592,0.0328637,0,
10933.9,0.489582,0.144563,0.0330314,0,
10933.9,0.48946,0.144551,0.0331955,0,
10933.9,0.489327,0.144533,0.0333702,0,
10933.9,0.489319,0.144556,0.0334049,0,
10933.9,0.489227,0.144493,0.033559,0,
10933.9,0.489119,0.144545,0.0337188,0,
10934,0.48895,0.14447,0.0340351,0,
10934,0.488884,0.144505,0.0341679,0,
10934,0.488804,0.144474,0.034295,0,
10934,0.488681,0.144443,0.0344822,0,
10934,0.488433,0.144383,0.0348608,0,
10934.1,0.488054,0.144298,0.0354296,0,
10934.1,0.49093,0.140127,0.0256643,0,
10934.1,0.490536,0.139531,0.025505,0,
10934.1,0.490129,0.138931,0.0253484,0,
10934.1,0.492724,0.142884,0.0240067,0,
10934.2,0.493225,0.143789,0.0248158,0,
10934.2,0.493438,0.144221,0.0253817,0,
10934.2,0.493392,0.14424,0.0254473,0,
10934.2,0.493557,0.144486,0.0259229,0,
10934.2,0.493676,0.144561,0.0263097,0,
10934.2,0.49375,0.144712,0.0265114,0,
10934.3,0.493784,0.14477,0.0267987,0,
10934.3,0.493773,0.144809,0.0269337,0,
10934.3,0.49374,0.144905,0.0271956,0,
10934.3,0.493692,0.144969,0.0274492,0,
10934.3,0.493618,0.144984,0.0276847,0,
10934.3,0.493574,0.144881,0.027795,0,
10934.4,0.49343,0.144955,0.0280313,0,
10934.4,0.493267,0.14497,0.0282612,0,
10934.4,0.493217,0.144997,0.0283935,0,
10934.4,0.492981,0.144974,0.0286202,0,
10934.4,0.492773,0.144783,0.0288413,0,
10934.5,0.492549,0.144812,0.029072,0,
10934.5,0.492261,0.144765,0.0294118,0,
10934.5,0.492052,0.144817,0.029661,0,
10934.5,0.492052,0.144817,0.029661,0,
10934.5,0.491838,0.144741,0.0299253,0,
10934.6,0.491609,0.14473,0.0301691,0,
10934.6,0.491323,0.144666,0.0305011,0,
10934.6,0.491214,0.14464,0.0306987,0,
10934.6,0.491148,0.144555,0.0308904,0,
